Zebrafish chromosome,Start position,Stop position,Amplification_G-score,Deletion_G-score,Amplification_q-value,Deletion_q-value,Zebrafish gene ID
zv4,44566445,44572298,172,496,0,0,ZDB-GENE-110913-141
zv4,44577931,44579316,172,496,0,0,ZDB-GENE-060503-43
zv4,44517386,44556785,172,496,0,0,ZDB-GENE-070705-299
zv4,44579386,44580944,172,496,0,0,ZDB-GENE-060503-137
zv4,44704506,44709849,195,592,0,0,ZDB-GENE-110913-96
zv4,44729435,44729897,195,592,0,0,ZDB-GENE-060503-642
zv4,44735784,44739372,195,592,0,0,ZDB-GENE-110914-99
zv4,44793861,44796123,195,497,0,0,ZDB-GENE-110914-162
zv4,44675934,44689618,195,485,0,0,ZDB-GENE-110913-122
zv4,44755637,44771433,195,497,0,0,ZDB-GENE-110913-134
zv4,44775240,44789161,195,497,0,0,ZDB-GENE-110914-102
zv4,44823299,44845445,195,497,0,0,ZDB-GENE-110914-109
zv4,44856686,44882988,268,468,0,0,ZDB-GENE-110913-4
zv4,44979210,44985503,195,533,0,0,ZDB-GENE-070705-446
zv4,44986410,44990188,195,533,0,0,ZDB-GENE-070705-447
zv4,44994189,45003798,195,620,0,0,ZDB-GENE-070705-450
zv4,44994189,45003798,181,620,0,0,ZDB-GENE-070705-450
zv4,45023993,45024743,181,655,0,0.66552941,ZDB-GENE-070705-449
zv4,45025446,45026209,181,655,0,0.66552941,ZDB-GENE-070705-448
zv4,45096542,45105826,197,502,0,0,ZDB-GENE-050420-221
zv4,45123186,45126681,258,609,0,0,ZDB-GENE-050419-8
zv4,45140415,45175721,242,484,0,0,ZDB-GENE-050420-291
zv4,45274918,45283425,181,484,0,0,ZDB-GENE-050420-154
zv4,45140415,45175721,181,484,0,0,ZDB-GENE-050420-291
zv4,45240796,45264763,181,484,0,0,ZDB-GENE-050420-355
zv4,45292011,45310199,181,484,0,0,ZDB-GENE-050420-153
zv4,45363684,45389294,181,634,0,0,ZDB-GENE-050420-18
zv4,45406760,45424755,181,484,0,0,ZDB-GENE-050420-222
zv4,45406760,45424755,205,484,0,0,ZDB-GENE-050420-222
zv4,45473613,45476395,217,452,0,0,ZDB-GENE-070705-275
zv4,45766590,45768282,205,836,0,1.950257921,ZDB-GENE-060503-317
zv4,45514256,45518651,205,489,0,0,ZDB-GENE-070927-11
zv4,45626741,45633778,205,489,0,0,ZDB-GENE-081104-17
zv4,45885510,45890333,210,480,0,0,ZDB-GENE-110913-49
zv4,46023125,46023571,210,505,0,0,ZDB-GENE-110914-155
zv4,46072423,46078513,210,505,0,0,ZDB-GENE-110914-151
zv4,46111638,46115993,210,495,0,0,ZDB-GENE-060503-739
zv4,46072425,46121834,210,472,0,0,ZDB-GENE-070424-250
zv4,46111638,46115993,215,495,0,0,ZDB-GENE-060503-739
zv4,46072425,46121834,215,472,0,0,ZDB-GENE-070424-250
zv4,46072425,46121834,265,472,0,0,ZDB-GENE-070424-250
zv4,46418209,46431061,198,546,0,0,ZDB-GENE-060503-546
zv4,46365823,46379290,198,546,0,0,ZDB-GENE-060503-56
zv4,46397364,46411748,198,546,0,0,ZDB-GENE-070424-135
zv4,46508264,46509771,211,446,0,0,ZDB-GENE-060503-453
zv4,46637828,46638610,198,546,0,0,ZDB-GENE-060503-942
zv4,46607562,46614982,198,546,0,0,ZDB-GENE-110913-147
zv4,46652701,46734934,198,584,0,0,ZDB-GENE-070424-283
zv4,46652701,46734934,384,584,0,0,ZDB-GENE-070424-283
zv4,46652701,46734934,371,584,0,0,ZDB-GENE-070424-283
zv4,46652701,46734934,385,584,0,0,ZDB-GENE-070424-283
zv4,46652701,46734934,403,584,0,0,ZDB-GENE-070424-283
zv4,46652701,46734934,336,584,0,0,ZDB-GENE-070424-283
zv4,46652701,46734934,296,584,0,0,ZDB-GENE-070424-283
zv4,46770343,46772303,217,584,0,0,ZDB-GENE-060503-171
zv4,46652701,46734934,217,584,0,0,ZDB-GENE-070424-283
zv4,46753710,46817697,217,797,0,0.845570164,ZDB-GENE-110913-43
zv4,46970026,46980651,203,479,0,0,ZDB-GENE-110914-131
zv4,46753710,46817697,203,797,0,0.845570164,ZDB-GENE-110913-43
zv4,46970026,46980651,238,479,0,0,ZDB-GENE-110914-131
zv4,47001560,47044037,159,654,0,0,ZDB-GENE-060503-332
zv4,47001560,47044037,199,654,0,0,ZDB-GENE-060503-332
zv4,47001560,47044037,181,654,0,0,ZDB-GENE-060503-332
zv4,47001560,47044037,209,654,0,0,ZDB-GENE-060503-332
zv4,47206556,47216303,217,558,0,0,ZDB-GENE-110914-13
zv4,47134369,47140440,217,558,0,0,ZDB-GENE-060503-829
zv4,47216653,47233296,217,558,0,0,ZDB-GENE-110913-13
zv4,47236694,47251906,217,558,0,0,ZDB-GENE-110914-8
zv4,47264878,47272137,217,558,0,0,ZDB-GENE-110913-70
zv4,47353275,47354146,203,553,0,0,ZDB-GENE-110914-59
zv4,47368461,47370189,163,553,0,0,ZDB-GENE-110914-97
zv4,47420332,47426806,163,553,0,0,ZDB-GENE-110913-111
zv4,47517618,47525007,163,555,0,0,ZDB-GENE-110913-156
zv4,47548978,47560875,163,555,0,0,ZDB-GENE-110914-45
zv4,47580236,47589055,163,555,0,0,ZDB-GENE-110913-98
zv4,47625399,47627515,163,555,0,0,ZDB-GENE-110913-153
zv4,47647573,47648995,163,660,0,0.694541505,ZDB-GENE-110914-75
zv4,47765534,47770231,163,578,0,0,ZDB-GENE-110913-95
zv4,47833446,47834005,163,578,0,0,ZDB-GENE-110914-170
zv4,47375524,47382907,163,553,0,0,ZDB-GENE-110914-40
zv4,47471839,47498090,163,672,0,0,ZDB-GENE-110913-28
zv4,47593907,47606572,163,555,0,0,ZDB-GENE-110913-116
zv4,47742394,47743548,163,578,0,0,ZDB-GENE-110914-128
zv4,47774821,47783620,163,578,0,0,ZDB-GENE-080218-13
zv4,47785526,47797054,163,578,0,0,ZDB-GENE-110913-137
zv4,47438685,47455909,163,553,0,0,ZDB-GENE-110913-101
zv4,47842521,47844786,233,0,0,ZDB-GENE-110914-116,
zv4,47846219,47849127,233,604,0,0,ZDB-GENE-110914-138
zv4,48024072,48030703,163,546,0,0,ZDB-GENE-110913-57
zv4,48055474,48065245,163,546,0,0,ZDB-GENE-110913-177
zv4,48155387,48156574,163,669,0,0.74278459,ZDB-GENE-110914-61
zv4,48202130,48213121,163,551,0,0,ZDB-GENE-110913-173
zv4,48355005,48365520,163,551,0,0,ZDB-GENE-110914-50
zv4,47918608,47929080,163,611,0,0,ZDB-GENE-110913-136
zv4,47976787,47989569,163,546,0,0,ZDB-GENE-110913-133
zv4,47996636,48010631,163,546,0,0,ZDB-GENE-110913-50
zv4,48033293,48051984,163,580,0,0,ZDB-GENE-110914-5
zv4,48135554,48138022,163,546,0,0,ZDB-GENE-110914-220
zv4,48304486,48318290,163,551,0,0,ZDB-GENE-110914-28
zv4,48368476,48369812,212,539,0,0,ZDB-GENE-110914-149
zv4,48489978,48494616,181,548,0,0,ZDB-GENE-090312-83
zv4,48743332,48749459,181,543,0,0,ZDB-GENE-110913-124
zv4,48779244,48785627,181,543,0,0,ZDB-GENE-110914-14
zv4,48809051,48812334,181,543,0,0,ZDB-GENE-050417-391
zv4,49135994,49136942,181,549,0,0,ZDB-GENE-060503-560
zv4,48477843,48483909,181,548,0,0,ZDB-GENE-110913-44
zv4,48503900,48521559,181,548,0,0,ZDB-GENE-110913-26
zv4,48528369,48537209,181,548,0,0,ZDB-GENE-110913-110
zv4,48573983,48579895,181,548,0,0,ZDB-GENE-110913-149
zv4,48585933,48595105,181,548,0,0,ZDB-GENE-110913-123
zv4,48718445,48729803,181,543,0,0,ZDB-GENE-110913-148
zv4,48829763,48841475,181,543,0,0,ZDB-GENE-080305-4
zv4,49175870,49187492,181,549,0,0,ZDB-GENEP-060503-8
zv4,48613916,48638868,181,548,0,0,ZDB-GENE-081103-51
zv4,48752926,48759572,181,543,0,0,ZDB-GENE-110913-90
zv4,49150543,49166511,181,549,0,0,ZDB-GENE-060503-564
zv4,49306696,49311301,175,614,0,0,ZDB-GENE-041210-106
zv4,49259960,49295980,175,549,0,0,ZDB-GENE-110914-35
zv4,49505518,49506288,175,543,0,0,ZDB-GENE-110914-223
zv4,49985181,49987503,175,561,0,0,ZDB-GENE-120709-19
zv4,50100160,50101555,175,559,0,0,ZDB-GENE-120709-2
zv4,50190973,50191689,175,601,0,0,ZDB-GENE-110914-147
zv4,50236434,50236904,175,811,0,1.750274153,ZDB-GENE-110914-163
zv4,50251228,50258730,175,589,0,0,ZDB-GENE-110914-172
zv4,50595147,50598365,175,546,0,0,ZDB-GENE-110914-88
zv4,49460512,49483040,175,543,0,0,ZDB-GENE-120703-9
zv4,49559959,49564023,175,573,0,0,ZDB-GENE-041210-341
zv4,49701305,49722546,175,548,0,0,ZDB-GENE-060503-157
zv4,49744760,49777561,175,548,0,0,ZDB-GENE-081029-4
zv4,49816495,49826878,175,561,0,0,ZDB-GENE-081104-14
zv4,49839188,49860010,175,561,0,0,ZDB-GENE-080206-1
zv4,49946012,49955503,175,561,0,0,ZDB-GENE-120709-55
zv4,50002742,50020249,175,561,0,0,ZDB-GENE-081027-6
zv4,50207234,50246226,175,746,0,1.454829212,ZDB-GENE-081103-7
zv4,50615905,50629702,175,546,0,0,ZDB-GENE-110913-163
zv4,50691189,50693522,175,512,0,0,ZDB-GENE-110914-140
zv4,50054913,50074400,175,636,0,0,ZDB-GENE-081028-74
zv4,50588973,50609425,175,546,0,0,ZDB-GENE-110913-52
zv4,50774447,50780716,175,514,0,0,ZDB-GENE-081103-28
zv4,50733966,50765182,175,514,0,0,ZDB-GENE-081103-14
zv4,50774775,50828776,175,514,0,0,ZDB-GENE-110914-98
zv4,50807473,50809813,215,439,0,0,ZDB-GENE-110914-82
zv4,50812461,50815588,215,439,0,0,ZDB-GENE-110914-87
zv4,50774775,50828776,215,514,0,0,ZDB-GENE-110914-98
zv4,50844512,50852666,175,514,0,0,ZDB-GENE-110914-115
zv4,50884304,50886688,175,514,0,0,ZDB-GENE-110914-238
zv4,51011495,51017775,175,514,0,0,ZDB-GENE-110914-11
zv4,51094261,51095852,175,514,0,0,ZDB-GENE-110914-30
zv4,50774775,50828776,175,514,0,0,ZDB-GENE-110914-98
zv4,50822902,50834920,175,514,0,0,ZDB-GENE-081103-8
zv4,50865669,50873484,175,514,0,0,ZDB-GENE-110913-171
zv4,50885355,50893082,175,514,0,0,ZDB-GENE-110914-66
zv4,50918065,50926233,175,514,0,0,ZDB-GENE-110914-63
zv4,50931905,50938142,175,514,0,0,ZDB-GENE-110913-143
zv4,50961665,50979435,175,514,0,0,ZDB-GENE-110913-40
zv4,51028907,51038422,175,514,0,0,ZDB-GENE-110913-56
zv4,51060365,51074606,175,514,0,0,ZDB-GENE-110913-121
zv4,51125698,51154690,256,714,0,0,ZDB-GENE-110913-79
zv4,51125698,51154690,223,714,0,0,ZDB-GENE-110913-79
zv4,51176473,51177009,134,714,0,1.039192297,ZDB-GENE-110914-222
zv4,51178372,51181301,134,500,0,0,ZDB-GENE-110914-84
zv4,51125698,51154690,134,714,0,0,ZDB-GENE-110913-79
zv4,51160250,51169763,134,714,0,1.039192297,ZDB-GENE-110914-48
zv4,51195322,51202073,134,585,0,0,ZDB-GENE-110914-135
zv4,51221477,51222814,86,611,0,0,ZDB-GENE-110914-215
zv4,51241174,51247759,86,529,0,0,ZDB-GENE-110913-47
zv4,51293581,51295977,236,529,0,0,ZDB-GENE-110914-237
zv4,51346957,51365568,236,543,0,0,ZDB-GENE-110914-24
zv4,51373508,51380832,276,764,0,1.117714959,ZDB-GENE-041111-134
zv4,51499061,51510035,171,538,0,0,ZDB-GENE-081103-44
zv4,51536447,51537928,171,538,0,0,ZDB-GENE-060503-184
zv4,51638699,51642248,171,538,0,0,ZDB-GENE-030131-4126
zv4,51664295,51666495,171,567,0,0,ZDB-GENE-070705-344
zv4,51685593,51686985,171,538,0,0,ZDB-GENE-070705-342
zv4,51726065,51733779,171,538,0,0,ZDB-GENE-120709-5
zv4,51442920,51454381,171,546,0,0,ZDB-GENE-070424-274
zv4,51546077,51582096,171,538,0,0,ZDB-GENE-060503-91
zv4,51589818,51609912,171,538,0,0,ZDB-GENE-070424-272
zv4,51664266,51685174,171,538,0,0,ZDB-GENE-070705-343
zv4,51696337,51709342,171,538,0,0,ZDB-GENE-070705-341
zv4,51799916,51815941,171,538,0,0,ZDB-GENE-110913-31
zv4,51833069,51856810,171,538,0,0,ZDB-GENE-110913-161
zv4,51617439,51655969,171,567,0,0,ZDB-GENE-070424-271
zv4,51743047,51782028,171,538,0,0,ZDB-GENE-080218-24
zv4,51960658,51987490,171,566,0,0,ZDB-GENE-110913-175
zv4,52047317,52060950,154,587,0,0,ZDB-GENE-110914-70
zv4,52061725,52099448,154,566,0,0,ZDB-GENE-110914-93
zv4,52139716,52149918,172,566,0,0,ZDB-GENE-110913-155
zv4,52159768,52163468,172,566,0,0,ZDB-GENE-110914-152
zv4,52182167,52182857,172,566,0,0,ZDB-GENE-120709-27
zv4,52061725,52099448,172,566,0,0,ZDB-GENE-110914-93
zv4,52226459,52233767,172,566,0,0,ZDB-GENE-110914-64
zv4,52286470,52288965,201,542,0,0,ZDB-GENE-110914-44
zv4,52308459,52311593,172,563,0,0,ZDB-GENE-110913-87
zv4,52292492,52326079,172,563,0,0,ZDB-GENE-081103-61
zv4,52794389,52982400,172,519,0,0.755790406,ZDB-GENE-110913-19
zv4,52795454,52839051,172,609,0,0,ZDB-GENE-081103-26
zv4,52794389,52982400,235,519,0,0.755790406,ZDB-GENE-110913-19
zv4,52794389,52982400,355,519,0,0.755790406,ZDB-GENE-110913-19
zv4,52794389,52982400,309,519,0,0.755790406,ZDB-GENE-110913-19
zv4,52794389,52982400,185,519,0,0.755790406,ZDB-GENE-110913-19
zv4,52794389,52982400,65,519,0,0.755790406,ZDB-GENE-110913-19
zv4,52794389,52982400,92,519,0,0.755790406,ZDB-GENE-110913-19
zv4,52975571,52982997,173,519,0,0,ZDB-GENE-080208-5
zv4,52999557,53018341,173,519,0,0,ZDB-GENE-110913-8
zv4,52794389,52982400,173,519,0,0.755790406,ZDB-GENE-110913-19
zv4,53050192,53055247,187,484,0,0,ZDB-GENE-110914-177
zv4,53183632,53188911,173,517,0,0,ZDB-GENE-071004-59
zv4,53231994,53238347,173,517,0,0,ZDB-GENE-110913-91
zv4,53431494,53432677,173,517,0,0,ZDB-GENE-110914-110
zv4,53569620,53574846,173,517,0,0,ZDB-GENE-080218-5
zv4,53602663,53603556,173,517,0,0,ZDB-GENE-110914-184
zv4,53291447,53311317,173,517,0,0,ZDB-GENE-081103-29
zv4,53324266,53332198,173,517,0,0,ZDB-GENE-110913-151
zv4,53440813,53444674,173,517,0,0,ZDB-GENE-110914-111
zv4,53456594,53464880,173,517,0,0,ZDB-GENE-110913-78
zv4,53493980,53510409,173,517,0,0,ZDB-GENE-110913-38
zv4,53335938,53347179,173,517,0,0,ZDB-GENE-110913-60
zv4,53757232,53770631,173,517,0,0,ZDB-GENE-110913-168
zv4,53806505,53818436,173,517,0,0,ZDB-GENE-110914-118
zv4,53922322,53927633,173,517,0,0,ZDB-GENE-110914-134
zv4,54089917,54091545,173,515,0,0,ZDB-GENE-110914-114
zv4,53785670,53789838,173,517,0,0,ZDB-GENE-110914-56
zv4,53951073,53963529,173,517,0,0,ZDB-GENE-110913-7
zv4,54061582,54075694,173,515,0,0,ZDB-GENE-110913-157
zv4,53731911,53752665,173,517,0,0,ZDB-GENE-110914-29
zv4,54000962,54006243,173,482,0,0,ZDB-GENE-110914-81
zv4,54126519,54136531,173,515,0,0,ZDB-GENE-080208-3
zv4,54249691,54292800,392,487,0,0,ZDB-GENE-110913-14
zv4,54249691,54292800,288,487,0,0,ZDB-GENE-110913-14
zv4,54249691,54292800,173,487,0,0,ZDB-GENE-110913-14
zv4,54346683,54353950,171,487,0,0,ZDB-GENE-081103-45
zv4,54346683,54355246,171,487,0,0,ZDB-GENE-120703-23
zv4,54354722,54355246,171,487,0,0,ZDB-GENE-070705-368
zv4,54431600,54438436,171,522,0,0,ZDB-GENE-110914-180
zv4,54497083,54497845,171,522,0,0,ZDB-GENE-110914-208
zv4,54503967,54504731,171,522,0,0,ZDB-GENE-110914-203
zv4,54657154,54660973,171,522,0,0,ZDB-GENE-110914-38
zv4,54784214,54784901,171,522,0,0,ZDB-GENE-110914-137
zv4,54841702,54843872,171,522,0,0,ZDB-GENE-110914-141
zv4,54926997,54935039,171,522,0,0,ZDB-GENE-110914-37
zv4,55185588,55189284,171,522,0,0,ZDB-GENE-110913-77
zv4,55500623,55503289,171,523,0,0,ZDB-GENE-110914-4
zv4,55576683,55583263,171,545,0,0,ZDB-GENE-110914-34
zv4,55613952,55622382,171,545,0,0,ZDB-GENE-080215-12
zv4,55776372,55778035,171,521,0,0,ZDB-GENE-110914-78
zv4,55928067,55930295,171,521,0,0,ZDB-GENE-110914-146
zv4,55937522,55939786,171,521,0,0,ZDB-GENE-110914-123
zv4,55986432,55990645,171,561,0,0,ZDB-GENE-110914-148
zv4,54361849,54392915,171,487,0,0,ZDB-GENE-110913-6
zv4,54459139,54471689,171,522,0,0,ZDB-GENE-110914-127
zv4,54474933,54481614,171,522,0,0,ZDB-GENE-110914-244
zv4,54567194,54584154,171,522,0,0,ZDB-GENE-110913-16
zv4,54607149,54608751,171,522,0,0,ZDB-GENE-110914-113
zv4,54616833,54625704,171,522,0,0,ZDB-GENE-110913-112
zv4,54807680,54829483,171,522,0,0,ZDB-GENE-110913-55
zv4,54829813,54839184,171,522,0,0,ZDB-GENE-110914-207
zv4,55228158,55236468,171,522,0,0,ZDB-GENE-110913-27
zv4,55406741,55420518,171,523,0,0,ZDB-GENE-110914-103
zv4,55454546,55460542,171,523,0,0,ZDB-GENE-110914-73
zv4,55706444,55750047,171,521,0,0,ZDB-GENE-070424-273
zv4,55867076,55873991,171,521,0,0,ZDB-GENE-110914-77
zv4,55914050,55945589,171,521,0,0,ZDB-GENE-110914-25
zv4,54907065,54922391,171,522,0,0,ZDB-GENE-110914-67
zv4,55290884,55318087,171,522,0,0,ZDB-GENE-110913-169
zv4,55566411,55574530,171,545,0,0,ZDB-GENE-110913-74
zv4,56247584,56248549,170,540,0,0,ZDB-GENE-070705-421
zv4,56280980,56281686,170,540,0,0,ZDB-GENE-070705-419
zv4,56281839,56282375,170,540,0,0,ZDB-GENE-070705-422
zv4,56328956,56332696,170,540,0,0,ZDB-GENE-110914-55
zv4,56364488,56366487,170,540,0,0,ZDB-GENE-070705-369
zv4,56404111,56408290,170,540,0,0,ZDB-GENE-110914-74
zv4,56514642,56515531,170,540,0,0,ZDB-GENE-070705-524
zv4,56517229,56518568,170,540,0,0,ZDB-GENE-070705-523
zv4,56519026,56520365,170,540,0,0,ZDB-GENE-070705-522
zv4,56520823,56522162,170,540,0,0,ZDB-GENE-070705-521
zv4,56522620,56523959,170,540,0,0,ZDB-GENE-070705-520
zv4,56530093,56530873,170,540,0,0,ZDB-GENE-070705-514
zv4,56553643,56555235,170,540,0,0,ZDB-GENE-070705-518
zv4,56230176,56260016,170,540,0,0,ZDB-GENE-070705-420
zv4,56426107,56428746,170,540,0,0,ZDB-GENE-070705-513
zv4,56436586,56444210,170,540,0,0,ZDB-GENE-110914-199
zv4,56524417,56525756,170,540,0,0,ZDB-GENE-070705-519
zv4,56359382,56386191,170,540,0,0,ZDB-GENE-070705-370
zv4,56641203,56642395,172,540,0,0,ZDB-GENE-070705-515
zv4,56710280,56718119,172,540,0,0,ZDB-GENE-110914-101
zv4,56718812,56732032,172,540,0,0,ZDB-GENE-110913-35
zv4,56759764,56811399,172,546,0,0,ZDB-GENE-081104-500
zv4,56759764,56811399,196,546,0,0,ZDB-GENE-081104-500
zv4,56973619,56977280,172,633,0,0,ZDB-GENE-110914-49
zv4,56984539,56985418,172,633,0,0,ZDB-GENE-110914-76
zv4,57033490,57035999,172,613,0,0,ZDB-GENE-041210-226
zv4,57036963,57038246,172,613,0,0,ZDB-GENE-041210-229
zv4,57039210,57040493,172,613,0,0,ZDB-GENE-041210-225
zv4,57041459,57042742,172,613,0,0,ZDB-GENE-041210-228
zv4,57043708,57044991,172,613,0,0,ZDB-GENE-041210-231
zv4,57052966,57061877,172,574,0,0,ZDB-GENE-110913-178
zv4,57069178,57077191,172,574,0,0,ZDB-GENE-110913-135
zv4,57084208,57096428,172,537,0,0,ZDB-GENE-070705-95
zv4,57237497,57240044,172,537,0,0,ZDB-GENE-070705-559
zv4,57299405,57304814,172,537,0,0,ZDB-GENE-070705-424
zv4,56759764,56811399,172,546,0,0,ZDB-GENE-081104-500
zv4,57045957,57061849,172,574,0,0,ZDB-GENE-041210-230
zv4,57103567,57118672,172,537,0,0,ZDB-GENE-041210-227
zv4,57186679,57198847,172,537,0,0,ZDB-GENE-110914-39
zv4,57308896,57321801,172,537,0,0,ZDB-GENE-080305-5
zv4,57373273,57388500,172,537,0,0,ZDB-GENE-070705-469
zv4,57143884,57150565,172,537,0,0,ZDB-GENE-110914-27
zv4,57397321,57410060,172,537,0,0,ZDB-GENE-070705-467
zv4,57471748,57551961,224,493,0,0.608042787,ZDB-GENE-060503-504
zv4,57471748,57551961,181,493,0,0.608042787,ZDB-GENE-060503-504
zv4,57471748,57551961,230,493,0,0.608042787,ZDB-GENE-060503-504
zv4,57471748,57551961,281,493,0,0.608042787,ZDB-GENE-060503-504
zv4,57583608,57597599,181,508,0,0,ZDB-GENE-041210-224
zv4,57764917,57766000,129,508,0,0,ZDB-GENE-041210-223
zv4,57651766,57666797,129,508,0,0,ZDB-GENE-120703-10
zv4,57703586,57716287,129,508,0,0,ZDB-GENE-080215-19
zv4,57826437,57856403,229,593,0,0,ZDB-GENE-070705-538
zv4,57826437,57856403,107,593,0,0,ZDB-GENE-070705-538
zv4,57882912,57891694,79,613,0,0,ZDB-GENE-110914-22
zv4,57908970,57913106,148,479,0,0,ZDB-GENE-041210-348
zv4,57963869,57964575,119,544,0,0,ZDB-GENE-110914-211
zv4,57967618,57979995,119,544,0,0,ZDB-GENE-110913-39
zv4,57989187,57994824,119,544,0,0,ZDB-GENE-110914-33
zv4,58087274,58088911,119,544,0,0,ZDB-GENE-041210-374
zv4,58092673,58093692,119,544,0,0,ZDB-GENE-041210-346
zv4,58095115,58096225,119,544,0,0,ZDB-GENE-030131-3632
zv4,58097900,58103344,119,544,0,0,ZDB-GENE-041210-345
zv4,57926209,57947368,119,511,0,0,ZDB-GENE-041210-347
zv4,58040320,58080197,119,544,0,0,ZDB-GENE-041210-372
zv4,58124822,58150331,159,571,0,0,ZDB-GENE-050419-231
zv4,58198784,58203100,90,737,0,1.195135856,ZDB-GENE-110914-154
zv4,58315729,58325745,90,719,0,1.069916342,ZDB-GENE-080220-38
zv4,58330607,58335101,90,719,0,1.069916342,ZDB-GENE-110914-169
zv4,58124822,58150331,90,571,0,0,ZDB-GENE-050419-231
zv4,58464998,58482106,90,869,0,2.208553228,ZDB-GENE-071004-26
zv4,58464998,58482106,164,869,0,2.208553228,ZDB-GENE-071004-26
zv4,58580970,58582915,90,756,0,1.332021209,ZDB-GENE-110913-128
zv4,58655620,58667327,90,697,0,1.160019801,ZDB-GENE-110914-166
zv4,58805731,58807690,90,773,0,1.446862373,ZDB-GENE-070705-433
zv4,58886567,58887456,90,740,0,1.217619437,ZDB-GENE-060503-161
zv4,58686747,58692576,90,588,0,0,ZDB-GENE-070705-77
zv4,58731175,58738584,90,642,0,0,ZDB-GENE-070705-76
zv4,58752552,58757755,90,744,0,1.246784249,ZDB-GENE-110914-181
zv4,58763590,58771018,90,819,0,1.817714454,ZDB-GENE-110913-103
zv4,58809543,58819241,90,773,0,1.446862373,ZDB-GENE-080220-8
zv4,58861734,58867858,90,740,0,1.217619437,ZDB-GENE-060503-255
zv4,58571228,58628539,90,756,0,1.332021209,ZDB-GENE-110913-180
zv4,58719303,58730196,90,588,0,0,ZDB-GENE-110914-182
zv4,59330120,59349465,159,757,0,1.167129416,ZDB-GENE-030131-1772
zv4,59330120,59349465,223,757,0,1.167129416,ZDB-GENE-030131-1772
zv4,59330120,59349465,154,757,0,1.167129416,ZDB-GENE-030131-1772
zv4,60415456,60418540,90,751,0,1.294177786,ZDB-GENE-060825-107
zv4,60424963,60429658,90,751,0,1.294177786,ZDB-GENE-050327-3
zv4,60640079,60646128,90,714,0,1.039192297,ZDB-GENE-070705-364
zv4,60711233,60713247,90,714,0,1.039192297,ZDB-GENE-070705-366
zv4,59416144,59480047,90,915,0,2.222734347,ZDB-GENE-030131-5913
zv4,60246098,60264839,90,840,0,1.985632652,ZDB-GENE-030131-1689
zv4,60316294,60350267,90,751,0,1.294177786,ZDB-GENE-061204-1
zv4,60388933,60396590,90,751,0,1.294177786,ZDB-GENE-081104-29
zv4,60400904,60407959,90,751,0,1.294177786,ZDB-GENE-081104-54
zv4,60470768,60490279,90,751,0,1.294177786,ZDB-GENE-070112-2172
zv4,60581972,60613219,90,714,0,1.039192297,ZDB-GENE-070705-363
zv4,60617632,60630485,90,714,0,1.039192297,ZDB-GENE-050417-157
zv4,60650932,60674774,90,714,0,1.039192297,ZDB-GENE-050320-79
zv4,60701150,60709367,90,714,0,1.039192297,ZDB-GENE-040912-55
zv4,60701171,60804565,90,714,0,1.039192297,ZDB-GENE-070822-16
zv4,60713149,60731228,90,714,0,1.039192297,ZDB-GENE-070705-367
zv4,60734971,60743387,90,714,0,1.039192297,ZDB-GENE-050417-307
zv4,60747967,60760458,90,714,0,1.039192297,ZDB-GENE-080829-2
zv4,59499479,59598537,90,858,0,2.13247146,ZDB-GENE-101108-3
zv4,60272405,60301556,90,864,0,2.13247146,ZDB-GENE-110913-93
zv4,60662692,60784612,90,714,0,1.039192297,ZDB-GENE-070209-265
zv4,60679685,60697510,90,714,0,1.039192297,ZDB-GENE-070705-365
zv4,60701171,60804565,185,714,0,1.039192297,ZDB-GENE-070822-16
zv4,60662692,60784612,185,714,0,1.039192297,ZDB-GENE-070209-265
zv4,60868900,60870092,50,817,0,1.800379927,ZDB-GENE-070705-410
zv4,60882625,60903224,50,817,0,1.800379927,ZDB-GENE-070705-411
zv4,60931580,60947274,50,817,0,1.800379927,ZDB-GENE-070705-408
zv4,60916234,60956531,50,817,0,1.800379927,ZDB-GENE-070705-409
zv4,61003337,61007580,75,751,0,1.294177786,ZDB-GENE-110914-150
zv4,61138095,61139708,75,719,0,1.069916342,ZDB-GENE-070822-29
zv4,60964247,60983704,75,751,0,1.232283858,ZDB-GENE-070705-407
zv4,60996020,61000048,75,751,0,1.294177786,ZDB-GENE-110914-160
zv4,61261297,61263161,75,707,0,0.991104438,ZDB-GENE-081022-6
zv4,61264308,61271185,75,707,0,0.991104438,ZDB-GENE-070424-46
zv4,61365033,61373983,314,582,0,0,ZDB-GENE-041210-240
zv4,61365033,61373983,240,582,0,0,ZDB-GENE-041210-240
zv4,61390108,61418626,274,645,0,0,ZDB-GENE-030131-8896
zv4,61397337,61407588,274,625,0,0,ZDB-GENE-041210-241
zv4,61390108,61418626,241,645,0,0,ZDB-GENE-030131-8896
zv4,61420050,61424604,241,740,0,0.895081988,ZDB-GENE-060531-46
zv4,61420050,61424604,91,740,0,0.895081988,ZDB-GENE-060531-46
zv4,61702267,61716359,133,729,0,1.139372314,ZDB-GENE-081103-52
zv4,61800949,61811803,133,692,0,0.887778934,ZDB-GENE-091204-1
zv4,61478981,61507054,133,729,0,1.139372314,ZDB-GENE-081103-11
zv4,61511628,61537122,133,729,0,1.139372314,ZDB-GENE-081103-13
zv4,61558652,61589021,133,729,0,1.139372314,ZDB-GENE-081103-4
zv4,61627361,61639377,133,729,0,1.139372314,ZDB-GENE-081103-42
