ensembl_gene_id,external_gene_name,hsapiens_homolog_associated_gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSDARG00000040295,apoeb,APOE,2874.601474,3.240965298,0.650707036,4.980682735,6.34e-7,3.62e-5
ENSDARG00000040432,klf2b,KLF17,311.3340197,2.435618438,0.560242405,4.347436784,1.38e-5,4.54768e-4
ENSDARG00000040432,klf2b,KLF18,311.3340197,2.435618438,0.560242405,4.347436784,1.38e-5,4.54768e-4
ENSDARG00000040445,si:ch211-219a4.3,PARP14,1908.747943,1.982710931,0.502330762,3.947022717,7.91e-5,0.001952671
ENSDARG00000040466,vil1,VIL1,36.64933359,3.122975726,0.692572805,4.509238169,6.51e-6,2.47683e-4
ENSDARG00000040474,snx10b,SNX10,39.47476729,2.517350655,0.562351713,4.476470147,7.59e-6,2.75188e-4
ENSDARG00000040513,zgc:92313,TPSAB1,67.64050554,4.181558227,0.737986424,5.666172289,1.46e-8,1.69e-6
ENSDARG00000040513,zgc:92313,TPSG1,67.64050554,4.181558227,0.737986424,5.666172289,1.46e-8,1.69e-6
ENSDARG00000040513,zgc:92313,TPSD1,67.64050554,4.181558227,0.737986424,5.666172289,1.46e-8,1.69e-6
ENSDARG00000040513,zgc:92313,TPSB2,67.64050554,4.181558227,0.737986424,5.666172289,1.46e-8,1.69e-6
ENSDARG00000040523,smpd2a,SMPD2,79.87927531,1.352670438,0.452821013,2.987207749,0.002815383,0.033023644
ENSDARG00000040528,lgals3bpb,,4318.757894,2.314058047,0.57280216,4.039890574,5.35e-5,0.001391876
ENSDARG00000040534,epcam,EPCAM,1297.693912,5.358418793,0.708945515,7.558294231,4.08e-14,7.28e-11
ENSDARG00000040534,epcam,TACSTD2,1297.693912,5.358418793,0.708945515,7.558294231,4.08e-14,7.28e-11
ENSDARG00000040610,si:ch73-352p4.8,SLC7A13,40.26043443,-2.439046186,0.698110954,-3.493780138,4.76233e-4,0.008230215
ENSDARG00000040610,si:ch73-352p4.8,SLC7A11,40.26043443,-2.439046186,0.698110954,-3.493780138,4.76233e-4,0.008230215
ENSDARG00000040628,zgc:110333,,97.55507414,4.241996121,0.763928482,5.55287075,2.81e-8,2.86e-6
ENSDARG00000040717,macc1,MACC1,43.87523984,4.030585828,0.769633958,5.23701662,1.63e-7,1.18e-5
ENSDARG00000040812,ncf4,NCF4,191.907034,2.096985301,0.413528242,5.07096031,3.96e-7,2.48e-5
ENSDARG00000040910,ildr1b,ILDR1,28.87783386,3.167383529,0.76184338,4.157525827,3.22e-5,9.1774e-4
ENSDARG00000040920,si:dkey-49n23.1,,201.8094196,1.669371647,0.49830456,3.350103094,8.07815e-4,0.012327532
ENSDARG00000040921,zmp:0000000606,,28.39120282,4.034298984,0.790506902,5.103432966,3.34e-7,2.18e-5
ENSDARG00000040938,ssuh2.1,SSUH2,75.25657682,-3.156520454,0.866963724,-3.64089104,2.71696e-4,0.005246334
ENSDARG00000040985,itgbl1,ITGBL1,98.72030677,3.523686598,0.729910947,4.827556861,1.38e-6,6.74e-5
ENSDARG00000041041,cxcr3.2,,264.1019844,1.524036924,0.453319376,3.361949661,7.73942e-4,0.011886932
ENSDARG00000041051,mid1ip1a,MID1IP1,227.6360698,5.984733033,0.641996747,9.322061309,1.14e-20,2.44e-16
ENSDARG00000041098,barx2,BARX2,37.12104828,3.844002867,0.82370924,4.666698732,3.06e-6,1.32561e-4
ENSDARG00000041294,noxo1a,NOXO1,117.3745449,2.597385014,0.754351442,3.443202823,5.74868e-4,0.009475579
ENSDARG00000041339,zgc:92380,,193.3315596,2.871212395,0.805977055,3.562399669,3.6748e-4,0.006657276
ENSDARG00000041378,sh2d4a,SH2D4A,11.92219352,2.711158419,0.741176947,3.657909802,2.5428e-4,0.004995713
ENSDARG00000041413,adgrg11,,102.7044123,2.752491432,0.672757142,4.091359662,4.29e-5,0.001158922
ENSDARG00000041644,si:dkey-194e6.1,AC097625.2,36.18800091,2.286200887,0.762559396,2.998062705,0.002717018,0.032134103
ENSDARG00000041644,si:dkey-194e6.1,CLTRN,36.18800091,2.286200887,0.762559396,2.998062705,0.002717018,0.032134103
ENSDARG00000041724,glipr2,GLIPR1L2,201.3289416,1.961991309,0.550539647,3.563760251,3.6558e-4,0.006639713
ENSDARG00000041724,glipr2,GLIPR1L1,201.3289416,1.961991309,0.550539647,3.563760251,3.6558e-4,0.006639713
ENSDARG00000041828,si:dkeyp-28d2.4,CD22,54.81969305,1.641811661,0.483315765,3.396975188,6.81351e-4,0.010734547
ENSDARG00000041875,ube2v1,,2252.777391,0.885018425,0.256291717,3.45316827,5.54043e-4,0.009199212
ENSDARG00000041917,ccl38a.4,CCL17,12.65673781,2.601121892,0.809653278,3.21263677,0.001315225,0.018177804
ENSDARG00000041917,ccl38a.4,CCL13,12.65673781,2.601121892,0.809653278,3.21263677,0.001315225,0.018177804
ENSDARG00000041917,ccl38a.4,CCL24,12.65673781,2.601121892,0.809653278,3.21263677,0.001315225,0.018177804
ENSDARG00000041917,ccl38a.4,XCL1,12.65673781,2.601121892,0.809653278,3.21263677,0.001315225,0.018177804
ENSDARG00000041917,ccl38a.4,CCL2,12.65673781,2.601121892,0.809653278,3.21263677,0.001315225,0.018177804
ENSDARG00000041917,ccl38a.4,CCL22,12.65673781,2.601121892,0.809653278,3.21263677,0.001315225,0.018177804
ENSDARG00000041917,ccl38a.4,CX3CL1,12.65673781,2.601121892,0.809653278,3.21263677,0.001315225,0.018177804
ENSDARG00000041917,ccl38a.4,CCL8,12.65673781,2.601121892,0.809653278,3.21263677,0.001315225,0.018177804
ENSDARG00000041917,ccl38a.4,XCL2,12.65673781,2.601121892,0.809653278,3.21263677,0.001315225,0.018177804
ENSDARG00000041917,ccl38a.4,CCL7,12.65673781,2.601121892,0.809653278,3.21263677,0.001315225,0.018177804
ENSDARG00000041917,ccl38a.4,CCL11,12.65673781,2.601121892,0.809653278,3.21263677,0.001315225,0.018177804
ENSDARG00000041947,styk1b,STYK1,75.31279265,3.763740571,0.726105825,5.183460102,2.18e-7,1.52e-5
ENSDARG00000041959,cxcr4b,CXCR4,969.7668742,2.318756645,0.499947882,4.637996741,3.52e-6,1.48751e-4
ENSDARG00000041980,calhm6,CALHM6,96.26216967,1.435916742,0.465298434,3.086012412,0.002028604,0.025575706
ENSDARG00000042018,fhl2a,FHL2,441.1938625,2.310437966,0.660176604,3.499727123,4.65735e-4,0.008074873
ENSDARG00000042021,mapk12a,MAPK12,204.9185339,2.587822037,0.628712316,4.11606703,3.85e-5,0.001066875
ENSDARG00000042045,hmg20b,HMG20B,1312.266698,-0.723110507,0.213873561,-3.381018683,7.22176e-4,0.011253432
ENSDARG00000042055,fam129aa,FAM129A,136.7641946,3.634886331,0.70131265,5.182975566,2.18e-7,1.52e-5
ENSDARG00000042107,si:dkey-44k1.5,,12.49282967,2.091059718,0.722358608,2.894766804,0.003794403,0.041884038
ENSDARG00000042172,c7a,C7,425.1849507,3.166669056,0.564642152,5.60827605,2.04e-8,2.2e-6
ENSDARG00000042296,dlx5a,DLX5,36.88403419,2.656749193,0.720947557,3.685079679,2.28631e-4,0.004594061
ENSDARG00000042561,lpar2b,LPAR2,68.2133987,2.70594768,0.545999789,4.955950051,7.2e-7,3.98e-5
ENSDARG00000042620,gstr,GSTT4,3494.119868,-1.596923604,0.448454003,-3.56095295,3.69511e-4,0.006677107
ENSDARG00000042620,gstr,GSTT2,3494.119868,-1.596923604,0.448454003,-3.56095295,3.69511e-4,0.006677107
ENSDARG00000042620,gstr,GSTO2,3494.119868,-1.596923604,0.448454003,-3.56095295,3.69511e-4,0.006677107
ENSDARG00000042620,gstr,GSTT2B,3494.119868,-1.596923604,0.448454003,-3.56095295,3.69511e-4,0.006677107
ENSDARG00000042627,nhsl1b,NHSL1,218.3290028,2.07872557,0.397636009,5.227709569,1.72e-7,1.23e-5
ENSDARG00000042644,sod2,SOD2,1296.98853,-1.123137555,0.292111184,-3.84489748,1.20603e-4,0.002759677
ENSDARG00000042667,klf2a,KLF17,1086.661134,3.140057095,0.684343455,4.588422774,4.47e-6,1.83753e-4
ENSDARG00000042667,klf2a,KLF18,1086.661134,3.140057095,0.684343455,4.588422774,4.47e-6,1.83753e-4
ENSDARG00000042722,blnk,BLNK,146.4707118,1.827861549,0.575657574,3.175258402,0.001497031,0.020182094
ENSDARG00000042725,cebpb,CEBPB,1738.088026,2.821107182,0.662514679,4.258180642,2.06e-5,6.31727e-4
ENSDARG00000042726,grb7,GRB7,15.07186871,2.857244515,0.822617823,3.473355958,5.13993e-4,0.008741439
ENSDARG00000042816,mmp9,MMP9,986.5416328,4.697187162,0.654127644,7.180841848,6.93e-13,6.74e-10
ENSDARG00000042829,si:dkey-30j22.1,,113.0123389,4.254276324,0.743137046,5.724753391,1.04e-8,1.3e-6
ENSDARG00000042866,cx35.4,GJB3,188.014888,3.347419427,0.621783528,5.383576884,7.3e-8,6.03e-6
ENSDARG00000042925,mfng,MFNG,270.751257,1.277554153,0.447408234,2.855455167,0.004297519,0.046273487
ENSDARG00000042954,slc17a9a,SLC17A9,7.867278097,2.769447381,0.852856999,3.247258782,0.001165224,0.016498984
ENSDARG00000042980,cyp2p7,CYP2C8,52.9800284,-2.202812694,0.681230172,-3.233580638,0.001222488,0.017128445
ENSDARG00000043002,vmo1a,VMO1,75.13190615,2.879746668,0.792307034,3.634634737,2.78375e-4,0.00534155
ENSDARG00000043010,camk2d1,CAMK2D,117.9299463,2.409281386,0.531730477,4.531019925,5.87e-6,2.26284e-4
ENSDARG00000043074,grp,GRP,17.73971588,2.724113158,0.831879783,3.274647628,0.001057938,0.015262706
ENSDARG00000043085,alox5b.1,,10.18054522,2.553815195,0.871192829,2.931400616,0.003374373,0.038157883
ENSDARG00000043089,alox5b.2,,24.74528216,3.271163985,0.668038307,4.896671268,9.75e-7,5.04e-5
ENSDARG00000043093,mpeg1.2,MPEG1,2156.240456,1.802827128,0.625689249,2.88134586,0.003959809,0.043180482
ENSDARG00000043128,cldne,CLDN3,332.5377465,5.082025951,0.74023084,6.865460985,6.63e-12,3.54e-9
ENSDARG00000043133,cldnf,,44.15424519,3.252317382,0.789913022,4.117310756,3.83e-5,0.001063698
ENSDARG00000043154,ucp2,UCP2,6417.024327,2.519551038,0.66243288,3.80348125,1.42677e-4,0.003166566
ENSDARG00000043182,hhla2a.1,RFPL2,58.7426877,4.553852002,0.731327431,6.226830567,4.76e-10,1.04e-7
ENSDARG00000043182,hhla2a.1,RFPL3,58.7426877,4.553852002,0.731327431,6.226830567,4.76e-10,1.04e-7
ENSDARG00000043182,hhla2a.1,RFPL1,58.7426877,4.553852002,0.731327431,6.226830567,4.76e-10,1.04e-7
ENSDARG00000043182,hhla2a.1,CD86,58.7426877,4.553852002,0.731327431,6.226830567,4.76e-10,1.04e-7
ENSDARG00000043182,hhla2a.1,RFPL4B,58.7426877,4.553852002,0.731327431,6.226830567,4.76e-10,1.04e-7
ENSDARG00000043182,hhla2a.1,AL365214.3,58.7426877,4.553852002,0.731327431,6.226830567,4.76e-10,1.04e-7
ENSDARG00000043182,hhla2a.1,CD80,58.7426877,4.553852002,0.731327431,6.226830567,4.76e-10,1.04e-7
ENSDARG00000043182,hhla2a.1,RNF135,58.7426877,4.553852002,0.731327431,6.226830567,4.76e-10,1.04e-7
ENSDARG00000043182,hhla2a.1,RFPL4A,58.7426877,4.553852002,0.731327431,6.226830567,4.76e-10,1.04e-7
ENSDARG00000043182,hhla2a.1,RFPL4AL1,58.7426877,4.553852002,0.731327431,6.226830567,4.76e-10,1.04e-7
ENSDARG00000043198,si:rp71-1i20.2,,110.0261642,3.750385802,0.674549382,5.559838767,2.7e-8,2.78e-6
ENSDARG00000043211,ripk4,RIPK4,101.6179287,4.006694167,0.711500341,5.631331341,1.79e-8,1.98e-6
ENSDARG00000043249,irf1b,IRF1,2362.370499,1.807427633,0.556670451,3.246853918,0.001166883,0.016501535
ENSDARG00000043403,paox1,,533.3466557,1.367546274,0.406540909,3.363858947,7.68608e-4,0.011843902
ENSDARG00000043442,zgc:153665,MAL,109.9692495,3.7129419,0.795317733,4.668501337,3.03e-6,1.3167e-4
ENSDARG00000043475,tagapb,TAGAP,272.6624497,2.045995777,0.457482421,4.472293764,7.74e-6,2.79547e-4
ENSDARG00000043586,fas,,311.8223376,1.547972369,0.522703957,2.96147054,0.003061738,0.035256125
ENSDARG00000043587,srd5a2a,SRD5A2,104.1698132,2.50767343,0.56838434,4.411932657,1.02e-5,3.54113e-4
ENSDARG00000043658,cxadr,AC136352.3,55.3120796,3.474991938,0.778187411,4.465494931,7.99e-6,2.85328e-4
ENSDARG00000043658,cxadr,CXADR,55.3120796,3.474991938,0.778187411,4.465494931,7.99e-6,2.85328e-4
ENSDARG00000043716,cldn5a,CLDN5,15.24416407,2.765434281,0.795846828,3.474832321,5.11173e-4,0.008705935
ENSDARG00000043798,ms4a17a.1,MS4A1,41.70816759,2.979191837,0.759124937,3.924507931,8.69e-5,0.002088986
ENSDARG00000043798,ms4a17a.1,MS4A10,41.70816759,2.979191837,0.759124937,3.924507931,8.69e-5,0.002088986
ENSDARG00000043798,ms4a17a.1,MS4A2,41.70816759,2.979191837,0.759124937,3.924507931,8.69e-5,0.002088986
ENSDARG00000043798,ms4a17a.1,MS4A6A,41.70816759,2.979191837,0.759124937,3.924507931,8.69e-5,0.002088986
ENSDARG00000043798,ms4a17a.1,MS4A7,41.70816759,2.979191837,0.759124937,3.924507931,8.69e-5,0.002088986
ENSDARG00000043798,ms4a17a.1,MS4A18,41.70816759,2.979191837,0.759124937,3.924507931,8.69e-5,0.002088986
ENSDARG00000043798,ms4a17a.1,MS4A14,41.70816759,2.979191837,0.759124937,3.924507931,8.69e-5,0.002088986
ENSDARG00000043798,ms4a17a.1,MS4A5,41.70816759,2.979191837,0.759124937,3.924507931,8.69e-5,0.002088986
ENSDARG00000043798,ms4a17a.1,MS4A6E,41.70816759,2.979191837,0.759124937,3.924507931,8.69e-5,0.002088986
ENSDARG00000043798,ms4a17a.1,AP004243.1,41.70816759,2.979191837,0.759124937,3.924507931,8.69e-5,0.002088986
ENSDARG00000043798,ms4a17a.1,MS4A13,41.70816759,2.979191837,0.759124937,3.924507931,8.69e-5,0.002088986
ENSDARG00000043798,ms4a17a.1,MS4A3,41.70816759,2.979191837,0.759124937,3.924507931,8.69e-5,0.002088986
ENSDARG00000043806,postna,POSTN,724.7964723,2.122751904,0.697228594,3.04455658,0.002330236,0.028658067
ENSDARG00000043899,psma6l,,510.5876237,1.578772993,0.513410497,3.075069566,0.002104535,0.026346704
ENSDARG00000043923,sox9b,,172.8576401,3.252584917,0.47220593,6.888064522,5.66e-12,3.21e-9
ENSDARG00000044010,loxl2a,LOXL2,171.1915121,2.408088121,0.709903258,3.392135612,6.93501e-4,0.010885881
ENSDARG00000044048,prnpb,,610.270593,2.504564829,0.728743882,3.436824503,5.88577e-4,0.009620016
ENSDARG00000044074,loxl2b,LOXL2,496.0829959,2.216165277,0.564488254,3.92597235,8.64e-5,0.002088986
ENSDARG00000044094,gfpt2,GFPT2,76.16876724,3.086062692,0.701788603,4.397424922,1.1e-5,3.74987e-4
ENSDARG00000044125,txn,TXN,374.0782262,2.746875094,0.478970626,5.73495522,9.75e-9,1.26e-6
ENSDARG00000044167,padi2,PADI2,126.318164,2.695653332,0.615787661,4.377569582,1.2e-5,4.04349e-4
ENSDARG00000044167,padi2,PADI1,126.318164,2.695653332,0.615787661,4.377569582,1.2e-5,4.04349e-4
ENSDARG00000044167,padi2,PADI4,126.318164,2.695653332,0.615787661,4.377569582,1.2e-5,4.04349e-4
ENSDARG00000044167,padi2,PADI3,126.318164,2.695653332,0.615787661,4.377569582,1.2e-5,4.04349e-4
ENSDARG00000044167,padi2,PADI6,126.318164,2.695653332,0.615787661,4.377569582,1.2e-5,4.04349e-4
ENSDARG00000044261,si:ch211-243g18.2,,28.828309,3.844327966,0.80338415,4.785167803,1.71e-6,8.14e-5
ENSDARG00000044276,spp1,,263.9995867,4.258368303,0.760591682,5.598757391,2.16e-8,2.3e-6
ENSDARG00000044295,pip5k1ba,PIP5K1B,130.6648023,1.820072653,0.580172489,3.137123332,0.001706143,0.022408188
ENSDARG00000044318,itgb7,ITGB7,218.3373372,2.660557389,0.373531196,7.122718036,1.06e-12,9.43e-10
ENSDARG00000044325,zgc:193690,DDX19A,105.2504462,-2.830246738,0.712771098,-3.970765293,7.16e-5,0.001794828
ENSDARG00000044325,zgc:193690,DDX19B,105.2504462,-2.830246738,0.712771098,-3.970765293,7.16e-5,0.001794828
ENSDARG00000044325,zgc:193690,AC012184.2,105.2504462,-2.830246738,0.712771098,-3.970765293,7.16e-5,0.001794828
ENSDARG00000044356,tp63,TP63,318.946694,4.267932411,0.66995046,6.370519416,1.88e-10,4.92e-8
ENSDARG00000044362,unc119b,UNC119,16.2250773,2.759662104,0.703279529,3.923990378,8.71e-5,0.002088986
ENSDARG00000044524,def6b,DEF6,95.31754761,3.143390957,0.548962402,5.726058739,1.03e-8,1.29e-6
ENSDARG00000044655,st14b,TMPRSS11F,151.627009,5.186676414,0.71350842,7.269257476,3.61e-13,3.87e-10
ENSDARG00000044655,st14b,TMPRSS11B,151.627009,5.186676414,0.71350842,7.269257476,3.61e-13,3.87e-10
ENSDARG00000044655,st14b,TMPRSS11D,151.627009,5.186676414,0.71350842,7.269257476,3.61e-13,3.87e-10
ENSDARG00000044655,st14b,TMPRSS11A,151.627009,5.186676414,0.71350842,7.269257476,3.61e-13,3.87e-10
ENSDARG00000044655,st14b,PRSS41,151.627009,5.186676414,0.71350842,7.269257476,3.61e-13,3.87e-10
ENSDARG00000044655,st14b,PRSS22,151.627009,5.186676414,0.71350842,7.269257476,3.61e-13,3.87e-10
ENSDARG00000044655,st14b,TMPRSS11E,151.627009,5.186676414,0.71350842,7.269257476,3.61e-13,3.87e-10
ENSDARG00000044672,parapinopsinb,,96.41040052,-1.979220024,0.605337485,-3.269614176,0.001076943,0.015515952
ENSDARG00000044797,cd8a,CD8A,23.76649776,2.814311152,0.682852579,4.121403709,3.77e-5,0.001049054
ENSDARG00000044827,wnt7aa,WNT7A,57.57730888,3.084604787,0.803776573,3.837639578,1.24223e-4,0.002830397
ENSDARG00000044935,hpdb,HPD,85.29121061,4.003784549,0.811505165,4.933775803,8.07e-7,4.37e-5
ENSDARG00000044975,krt94,KRT19,1244.3297010000001,2.931863778,0.621304781,4.718881725,2.37e-6,1.06815e-4
ENSDARG00000044976,krt93,KRT19,19.66601968,3.340368261,0.870418142,3.837659281,1.24213e-4,0.002830397
ENSDARG00000045066,entpd1,ENTPD1,311.54895,1.724116038,0.531013826,3.246838321,0.001166947,0.016501535
ENSDARG00000045067,kcnk1a,KCNK1,13.44050099,3.105349941,0.852898925,3.640935461,2.71649e-4,0.005246334
ENSDARG00000045070,itgb3b,AC068234.1,50.72450469,1.960241488,0.60470556,3.241646211,0.001188415,0.016727387
ENSDARG00000045070,itgb3b,ITGB3,50.72450469,1.960241488,0.60470556,3.241646211,0.001188415,0.016727387
ENSDARG00000045190,ch25h,CH25H,113.1779575,2.718156597,0.662402075,4.103484421,4.07e-5,0.001114098
ENSDARG00000045248,h3f3b.1,H3F3B,9698.98658,1.036144341,0.324472993,3.193314584,0.001406496,0.019240402
ENSDARG00000045262,gsnb,GSN,541.1636252,4.601097675,0.669837549,6.868975446,6.47e-12,3.54e-9
ENSDARG00000045302,smpx,SMPX,48.87931111,2.884326871,0.781618055,3.690199904,2.24078e-4,0.004518517
ENSDARG00000045306,slc51a,,104.8856993,4.293423487,0.834904106,5.142415106,2.71e-7,1.84e-5
ENSDARG00000045383,gpr22b,GPR22,6.872471261,3.164120568,0.858643654,3.68502178,2.28683e-4,0.004594061
ENSDARG00000045391,cd226,CD226,32.272146,2.421307081,0.655535625,3.693631571,2.21074e-4,0.004491813
ENSDARG00000045517,itih5,ITIH5,219.8628523,2.57704572,0.608030434,4.238349883,2.25e-5,6.79476e-4
ENSDARG00000045561,dram1,DRAM1,283.0303325,2.360253731,0.375733097,6.281729639,3.35e-10,7.62e-8
ENSDARG00000045574,lrmp,LRMP,49.53608838,2.149219161,0.599538349,3.58479014,3.37349e-4,0.006227428
ENSDARG00000045580,lum,LUM,610.1769688,3.566379724,0.772780925,4.614994508,3.93e-6,1.63628e-4
ENSDARG00000045586,zgc:172145,FTHL17,82.96446094,-2.494590413,0.471732048,-5.28815124,1.24e-7,9.28e-6
ENSDARG00000045586,zgc:172145,FTMT,82.96446094,-2.494590413,0.471732048,-5.28815124,1.24e-7,9.28e-6
ENSDARG00000045586,zgc:172145,FTL,82.96446094,-2.494590413,0.471732048,-5.28815124,1.24e-7,9.28e-6
ENSDARG00000045661,irf7,IRF7,2204.848976,2.604341951,0.561915623,4.634756255,3.57e-6,1.50802e-4
ENSDARG00000045681,irf5,IRF5,182.6866406,1.331918503,0.410103173,3.247764443,0.001163155,0.0164806
ENSDARG00000045748,stab2,STAB2,119.5100709,2.347158358,0.666985274,3.51905574,4.33086e-4,0.007588754
ENSDARG00000045803,mfge8b,MFGE8,874.6942064,-1.062578538,0.294995563,-3.602015323,3.1576e-4,0.005884738
ENSDARG00000045887,mmp30,MMP20,159.1745969,5.147310605,0.690188203,7.457836262,8.8e-14,1.25e-10
ENSDARG00000045887,mmp30,MMP13,159.1745969,5.147310605,0.690188203,7.457836262,8.8e-14,1.25e-10
ENSDARG00000045887,mmp30,MMP27,159.1745969,5.147310605,0.690188203,7.457836262,8.8e-14,1.25e-10
ENSDARG00000045887,mmp30,MMP10,159.1745969,5.147310605,0.690188203,7.457836262,8.8e-14,1.25e-10
ENSDARG00000045887,mmp30,MMP3,159.1745969,5.147310605,0.690188203,7.457836262,8.8e-14,1.25e-10
ENSDARG00000045887,mmp30,MMP26,159.1745969,5.147310605,0.690188203,7.457836262,8.8e-14,1.25e-10
ENSDARG00000045887,mmp30,MMP12,159.1745969,5.147310605,0.690188203,7.457836262,8.8e-14,1.25e-10
ENSDARG00000045898,si:ch211-152c2.3,,20.42846158,2.956723766,0.734052588,4.02794543,5.63e-5,0.001452135
ENSDARG00000045947,hrc,HRC,131.639315,4.979164225,0.733676596,6.786592691,1.15e-11,5.32e-9
ENSDARG00000045958,egfl6,,61.87528338,2.740606416,0.722617624,3.792609433,1.49073e-4,0.003294842
ENSDARG00000045999,saa,SAA4,131.6305845,5.027115942,0.739671257,6.796419209,1.07e-11,5.22e-9
ENSDARG00000045999,saa,SAA2-SAA4,131.6305845,5.027115942,0.739671257,6.796419209,1.07e-11,5.22e-9
ENSDARG00000045999,saa,SAA1,131.6305845,5.027115942,0.739671257,6.796419209,1.07e-11,5.22e-9
ENSDARG00000045999,saa,SAA2,131.6305845,5.027115942,0.739671257,6.796419209,1.07e-11,5.22e-9
ENSDARG00000046021,CU914487.1,CRISPLD1,8.417055054,2.662493146,0.86064953,3.093585777,0.001977534,0.02507963
ENSDARG00000046107,caskin1,CASKIN1,867.0813583,-1.916999409,0.614432488,-3.119951247,0.00180881,0.02351123
ENSDARG00000046148,tnfaip8l2b,TNFAIP8L2,99.13166699,2.864243803,0.473852418,6.044590454,1.5e-9,2.7e-7
ENSDARG00000051795,si:dkeyp-110c12.3,,141.5003212,2.227294812,0.706163598,3.154077638,0.001610062,0.021502676
ENSDARG00000051805,CU469568.1,,20.49616559,3.823477325,0.784545086,4.873495983,1.1e-6,5.54e-5
ENSDARG00000051809,btr12,,53.15778076,3.498117622,0.783189047,4.466504781,7.95e-6,2.84912e-4
ENSDARG00000051814,ptprz1a,,54.76040325,3.864343775,0.789232808,4.896329366,9.76e-7,5.04e-5
ENSDARG00000051819,swap70a,SWAP70,63.38873018,2.243921373,0.549678083,4.082246396,4.46e-5,0.001196663
ENSDARG00000051836,si:dkeyp-19e1.3,,180.9078739,1.245512761,0.426334611,2.921444162,0.003484127,0.039130132
ENSDARG00000051857,tes,TES,366.7599416,1.227089789,0.355362464,3.453065284,5.54255e-4,0.009199212
ENSDARG00000051861,pkp3a,PKP3,911.8152993,4.501418885,0.77465599,5.810861777,6.22e-9,8.75e-7
ENSDARG00000051965,btr01,,17.79797758,3.401554261,0.791104837,4.299751564,1.71e-5,5.40373e-4
ENSDARG00000051975,cd99,CD99,1113.365804,2.128356653,0.38676651,5.5029497,3.73e-8,3.52e-6
ENSDARG00000052039,caspb,,206.0770519,4.751167144,0.731106854,6.498594722,8.11e-11,2.55e-8
ENSDARG00000052045,ggt5a,GGT5,18.30716621,3.894362331,0.707042697,5.507959206,3.63e-8,3.45e-6
ENSDARG00000052057,pcolceb,PCOLCE,26.95026134,3.703792859,0.814307853,4.548393885,5.41e-6,2.11822e-4
ENSDARG00000052061,col4a6,,48.41083845,3.114917989,0.757198067,4.11374266,3.89e-5,0.001076095
ENSDARG00000052063,col4a5,,94.94435847,3.235626086,0.690964711,4.682766044,2.83e-6,1.24732e-4
ENSDARG00000052088,cxcr1,,100.6233652,2.409082049,0.715737922,3.365871745,7.63022e-4,0.011778392
ENSDARG00000052115,ehf,EHF,111.2272292,4.467599224,0.787964159,5.669800046,1.43e-8,1.66e-6
ENSDARG00000052129,boka,BOK,72.60589869,2.043565154,0.681191373,2.999986838,0.002699913,0.032002567
ENSDARG00000052192,s1pr5b,S1PR5,20.7518131,3.504578079,0.782277732,4.479966559,7.47e-6,2.71639e-4
ENSDARG00000052387,pou2f3,POU2F3,58.89185257,3.74684047,0.762939736,4.911056921,9.06e-7,4.81e-5
ENSDARG00000052405,pak6b,PAK6,53.08852925,3.775602045,0.738531299,5.112311489,3.18e-7,2.09e-5
ENSDARG00000052413,crfb12,F3,46.24766006,3.403532271,0.758095309,4.489583607,7.14e-6,2.64152e-4
ENSDARG00000052427,bicdl2,BICDL2,43.18771928,1.944222087,0.598902308,3.246309225,0.001169118,0.016521317
ENSDARG00000052496,arhgap45a,AC004151.1,234.933969,2.133797517,0.531170373,4.017162149,5.89e-5,0.001516527
ENSDARG00000052515,calcoco2,,245.680352,2.325922021,0.425641541,5.464508978,4.64e-8,4.23e-6
ENSDARG00000052567,tmem35,TMEM35A,1037.875027,-1.443471123,0.475323855,-3.03681607,0.002390913,0.029280815
ENSDARG00000052618,ahrrb,AHRR,36.50421604,2.431529303,0.775740969,3.134460343,0.001721705,0.022571007
ENSDARG00000052626,AL954655.1,,185.9167504,5.104873552,0.756689065,6.746329225,1.52e-11,6.76e-9
ENSDARG00000052644,ca10a,CA10,10.41269486,2.574194498,0.871530141,2.953649424,0.003140405,0.035998871
ENSDARG00000052646,ftr69,AL365214.3,9.070239782,2.591053664,0.8467706,3.059923981,0.002213932,0.027509945
ENSDARG00000052646,ftr69,RFPL1,9.070239782,2.591053664,0.8467706,3.059923981,0.002213932,0.027509945
ENSDARG00000052646,ftr69,RFPL4AL1,9.070239782,2.591053664,0.8467706,3.059923981,0.002213932,0.027509945
ENSDARG00000052646,ftr69,RFPL4B,9.070239782,2.591053664,0.8467706,3.059923981,0.002213932,0.027509945
ENSDARG00000052646,ftr69,RFPL2,9.070239782,2.591053664,0.8467706,3.059923981,0.002213932,0.027509945
ENSDARG00000052646,ftr69,RFPL4A,9.070239782,2.591053664,0.8467706,3.059923981,0.002213932,0.027509945
ENSDARG00000052646,ftr69,RFPL3,9.070239782,2.591053664,0.8467706,3.059923981,0.002213932,0.027509945
ENSDARG00000052656,si:ch211-193e13.5,AC068775.1,21.12534146,2.465932805,0.722227538,3.41434337,6.39359e-4,0.010269591
ENSDARG00000052656,si:ch211-193e13.5,KLRB1,21.12534146,2.465932805,0.722227538,3.41434337,6.39359e-4,0.010269591
ENSDARG00000052656,si:ch211-193e13.5,CLEC1A,21.12534146,2.465932805,0.722227538,3.41434337,6.39359e-4,0.010269591
